id,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,labels
391,1.6,2.18,0.08,0.08,2,2,2387481,1,0,0,0,0,1,analytics,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0
257,2.0,6.23,4.0,10.76,8,3,64080000,2,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,4.0,1
804,1.5,1.67,0.0,7.52,2,2,30150000,3,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1.5,0
695,0.33,6.42,1.17,4.99,6,8,211403000,2,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2.7143,0
717,0.58,0.58,,3.83,5,1,750000,3,0,0,0,0,1,search,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.0,1
69,7.25,7.25,7.01,7.01,7,1,12000000,1,1,0,0,0,0,security,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,1
776,5.35,7.23,,,2,4,13045000,0,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.0,1
13,4.9,4.9,,,0,1,350000,0,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0
862,2.53,2.53,,4.05,3,1,7800000,2,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,1
173,0.7,1.19,0.66,2.62,5,2,6000000,3,0,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,6.0,1
724,0.67,5.13,2.75,6.0,15,4,41000000,2,0,0,1,0,0,health,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1.75,1
703,,,,,1,1,150000,0,0,0,0,0,1,social,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0
201,0.47,0.47,1.1,1.68,5,1,3750000,3,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0,1
127,6.17,7.92,8.01,11.25,6,3,100000000,3,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.5,1
743,4.89,4.89,3.29,3.29,8,1,10571182,1,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1
829,1.31,1.31,1.31,2.88,11,1,200000,3,0,0,0,0,1,news,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,1
22,3.83,3.83,3.75,3.75,3,1,15000000,1,0,0,0,0,1,other,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.0,0
664,5.42,5.42,,,0,1,8700000,0,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,0
258,1.34,1.73,,1.72,8,2,5800000,2,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4.0,1
409,2.52,2.52,4.0,9.88,5,1,7660000,3,1,0,0,0,0,security,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6.0,1
903,0.0,6.5,0.34,10.01,24,3,26914000,3,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,6.0,1
823,1.0,2.16,4.36,5.33,10,2,3500000,2,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2.0,1
17,2.59,6.76,5.5,5.5,8,5,49000000,1,1,0,0,0,0,security,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,3.5,0
214,2.45,2.45,,,0,2,1000000,0,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0,0
348,2.0,2.0,,,4,1,500000,0,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,0
669,0.08,1.82,1.08,2.3,7,3,4000000,2,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.0,1
213,1.56,1.56,1.24,1.77,6,1,750000,3,1,0,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,9.0,1
143,2.0,3.92,3.0,5.22,8,3,45000000,3,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1.0,0
420,4.33,11.17,8.7,8.71,3,4,135826373,2,0,0,1,0,0,other,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4.3333,1
294,1.67,1.67,,,3,1,350000,0,0,0,0,0,1,hardware,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,0
89,0.88,0.88,,,7,1,12000000,0,1,0,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9.0,0
457,0.75,0.75,,,3,2,100000,0,0,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0
539,0.33,4.69,3.25,4.69,13,4,25200000,3,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4.0,1
494,0.74,0.74,1.17,3.92,9,1,4000000,2,0,0,0,1,0,search,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,0
911,1.08,2.85,1.61,4.51,9,2,5686383,3,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1
579,1.07,1.07,0.84,3.99,4,1,4300000,3,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2.0,0
716,0.68,0.79,0.0,0.0,2,2,125000,1,0,0,0,0,1,analytics,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0
454,1.41,4.28,1.33,5.18,5,2,889999,2,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3.5,0
108,1.04,1.04,0.0,1.04,2,1,1000000,2,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0
455,4.22,4.22,3.0,3.0,6,1,16000000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,1
471,0.12,0.12,,5.26,6,1,9150000,2,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1
138,1.58,6.65,5.01,7.09,4,3,78750000,2,0,0,1,0,0,biotech,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3.5,1
755,0.13,0.27,0.31,0.31,5,2,11000,1,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0
885,1.08,5.82,6.35,9.44,14,4,42000000,4,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2.3333,1
168,0.0,0.0,0.0,0.0,2,1,15000,1,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0
14,0.02,2.44,0.79,4.38,15,3,9950000,3,0,1,0,0,0,education,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2.3333,1
63,4.05,9.3,6.0,6.0,2,5,18914576,1,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,3.0,1
498,3.64,11.9,10.98,12.68,29,7,238209999,3,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,1
626,4.22,4.22,,,4,1,26000000,0,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4.0,0
541,1.34,4.3,2.08,5.84,12,4,46300000,4,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,4.25,1
613,2.56,3.39,8.15,8.15,7,2,11000000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.5,1
737,0.76,0.76,,,3,1,500000,0,0,0,0,0,1,games_video,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.0,0
848,,2.25,1.75,1.75,3,2,350000,1,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0
620,7.39,7.39,4.0,4.0,4,1,10000000,1,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,1
323,2.14,10.13,10.42,12.19,35,4,60704370,3,0,0,0,0,1,transportation,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2.0,1
739,0.58,1.65,,,3,2,850000,0,1,0,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1.0,0
770,0.08,0.08,0.5,1.38,8,1,1750000,2,0,1,0,0,0,news,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5.0,1
821,0.92,3.75,0.58,4.88,14,3,28000000,2,0,0,1,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2.6667,1
516,2.16,3.29,3.5,7.69,13,2,33000000,4,0,0,0,0,0,search,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,0
907,5.3,8.62,,,4,3,53000000,0,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,4.6667,1
530,0.45,6.08,3.74,3.74,2,3,15286415,1,0,0,0,0,1,photo_video,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1
209,5.1,8.64,5.67,6.9,10,3,10000000,2,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1.6667,1
207,1.17,1.5,0.08,5.39,3,2,4700000,4,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1.5,0
250,0.0,0.0,3.59,4.33,0,1,1000000,2,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1
170,2.81,2.81,3.0,4.65,6,1,3000000,2,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1.0,1
339,0.0,3.96,4.76,5.15,24,5,90000000,3,0,1,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,3.8,1
253,5.59,5.59,,,3,1,26000000,0,0,0,1,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2.0,1
589,5.49,6.58,6.75,6.75,3,2,13000000,1,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.5,1
774,5.15,5.15,2.0,2.0,4,1,2000000,1,0,0,1,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1
569,1.88,1.88,1.0,1.0,2,1,10000000,1,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0
87,1.13,1.13,1.0,2.68,7,1,5000000,2,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1
685,6.01,6.01,6.01,6.01,2,1,10000000,1,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.0,1
570,0.68,1.45,0.0,0.0,2,2,21189,1,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0
10,1.67,4.68,2.92,6.12,14,3,5750000,4,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1.0,1
460,0.25,0.74,4.21,6.35,22,2,4000000,4,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,1
892,0.67,0.67,0.8,5.28,1,1,1300000,3,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8.0,0
581,4.24,9.36,5.01,5.01,16,2,51000000,1,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3.5,1
586,0.3,0.3,0.3,0.3,1,1,19000,1,0,0,0,0,1,ecommerce,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,0
908,2.33,6.68,6.96,8.93,17,4,23100000,3,1,0,0,0,0,social,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2.0,1
601,0.76,2.45,2.16,2.9,3,2,250000,2,0,0,0,0,1,news,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.5,1
670,0.92,5.55,5.0,5.0,9,2,73000000,1,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3.0,1
185,0.62,1.59,,,2,2,890000,0,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0,0
114,0.41,0.41,0.0,2.53,10,1,6100000,2,1,0,0,0,0,search,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4.0,1
210,4.96,10.32,,,0,4,39000000,0,0,0,0,1,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3.0,0
813,1.16,4.8,2.33,6.9,18,3,67000000,5,1,0,0,0,0,transportation,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2.6667,1
763,0.53,1.05,1.3,3.38,30,3,9807367,3,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,8.6667,1
663,7.46,7.46,5.59,5.59,7,1,29000000,1,0,0,1,0,0,biotech,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7.0,1
331,4.24,6.58,7.0,7.0,10,2,30500000,1,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.5,1
368,2.35,3.35,,,3,2,72300000,0,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4.5,1
842,4.09,4.09,4.67,5.19,13,1,1000000,2,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,5.0,1
301,0.0,0.0,0.27,0.86,5,1,20000,2,0,0,0,1,0,mobile,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0
691,0.0,0.69,0.0,0.69,6,2,650000,2,0,0,0,0,1,ecommerce,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1.0,0
732,1.97,3.92,,,2,2,23000000,0,0,1,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3.0,0
56,1.19,3.5,,,0,2,12050000,0,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0,0
633,2.79,6.04,7.5,8.01,16,4,45000000,2,1,0,0,0,0,security,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2.0,0
224,0.0,0.0,1.25,1.25,4,1,325000,1,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,4.0,0
142,0.75,2.33,2.0,2.0,6,2,15000000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,1
192,0.75,2.75,1.58,4.53,5,2,3500000,2,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3.0,1
477,5.95,5.95,,,1,1,21500000,0,0,0,0,1,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,1
412,3.88,7.2,2.67,7.2,3,4,28000000,2,1,0,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,3.0,0
77,9.17,9.2,,,0,2,17800000,0,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0
701,5.48,5.48,,,5,1,30000000,0,1,0,0,0,0,medical,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,6.0,1
418,0.0,0.0,0.11,0.11,2,1,5000000,1,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,0
915,3.21,3.21,3.0,4.62,5,1,2700000,2,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,1
876,,3.65,4.15,4.68,12,4,20350000,3,0,0,1,0,0,analytics,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,3.75,1
415,0.58,1.65,0.63,4.26,6,2,540000,2,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.5,1
639,0.7,1.13,1.45,2.21,12,2,19000000,2,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3.5,1
840,0.0,0.0,0.33,3.22,5,1,300000,4,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2.0,0
598,0.01,1.15,,1.23,5,3,900000,3,0,1,0,0,0,social,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.5,0
78,0.01,2.1,3.09,3.78,12,3,57500000,3,1,0,0,0,0,photo_video,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4.0,1
815,0.47,1.22,0.0,1.22,5,2,300000,2,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2.0,0
846,0.21,2.21,4.63,5.55,8,2,8500000,3,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1
617,0.42,3.42,3.6,4.85,19,4,14100000,4,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,2.25,1
587,1.67,5.3,5.84,8.35,27,6,78500000,3,0,0,0,0,1,ecommerce,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,3.4,1
551,8.45,8.45,,,1,1,42700000,0,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,0
125,0.76,4.41,2.78,4.0,14,4,34250000,2,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2.25,1
427,0.25,1.0,1.16,1.16,3,5,185000,1,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0,0
789,,2.09,1.42,1.42,6,3,1830000,1,1,0,0,0,0,health,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2.0,1
338,0.5,3.36,3.42,7.23,9,5,14400000,5,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,5.8,1
204,1.84,8.34,5.67,13.56,4,2,4900000,5,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1.5,1
68,3.96,6.52,4.58,7.69,4,2,13250000,4,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2.0,1
33,,2.02,,,9,2,5000000,0,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,0
97,1.7,6.52,3.28,4.93,3,5,10764323,3,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2.0,1
356,0.5,3.42,1.99,5.96,14,3,13100000,5,1,0,0,0,0,travel,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1.6667,1
641,1.09,1.09,1.61,2.17,6,1,10000000,2,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0,1
667,0.67,0.67,0.0,0.0,2,1,2600000,1,1,0,0,0,0,search,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,0
629,4.35,4.35,6.17,9.09,7,1,10000000,3,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4.0,1
367,0.84,1.41,1.64,1.64,4,2,18800000,1,0,1,0,0,0,fashion,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1
424,0.77,0.77,0.31,1.15,3,1,2000000,2,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0
881,0.7,2.13,2.4,4.05,10,3,5550000,4,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3.0,1
552,5.98,7.39,4.0,4.0,5,3,80000000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4.0,1
160,0.0,0.0,0.58,0.58,3,1,20000,1,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0
808,1.43,1.43,2.35,3.46,5,1,4000000,3,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0,1
753,1.33,3.0,2.16,5.96,8,3,3500000,6,0,0,1,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1.6667,1
562,1.87,6.48,,,4,5,21138876,0,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,2.0,0
858,0.67,0.67,,0.86,7,1,50000,2,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.0,0
346,1.18,1.38,1.33,3.11,7,2,1900000,2,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.5,0
165,2.35,3.43,2.36,4.0,4,2,30000000,2,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,0
374,1.67,2.11,2.3,3.55,23,2,6100000,2,0,1,0,0,0,social,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1.0,1
289,7.49,7.87,7.01,7.01,6,2,18000000,1,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,4.0,0
506,16.99,16.99,16.66,18.32,7,1,6000000,2,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,0
221,0.75,2.1,1.65,2.1,6,2,2000000,3,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.5,1
584,0.42,2.23,2.23,4.34,8,2,35000000,2,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1
354,1.41,2.52,,,0,2,1213066,0,0,0,0,0,1,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0
491,0.75,1.16,2.4,8.84,63,2,11500000,6,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.0,1
254,0.67,0.67,0.0,0.76,3,1,100000,2,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,0
638,10.36,10.36,5.84,5.84,4,1,21000000,1,0,0,0,0,1,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,5.0,0
814,0.34,5.23,4.17,5.72,13,4,53000000,3,1,0,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,4.5,1
47,0.93,2.95,0.83,2.74,2,3,3750000,3,0,1,0,0,0,fashion,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2.0,1
741,0.52,1.1,0.25,2.06,12,2,3150000,2,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,11.5,1
447,2.07,9.38,7.01,7.01,13,5,39000000,1,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.25,1
833,0.76,4.41,2.78,4.0,14,4,34250000,2,1,0,0,0,0,cleantech,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2.25,1
467,,2.52,4.69,4.69,7,2,6300000,1,1,0,0,0,0,messaging,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.0,1
186,10.53,10.53,,,0,1,2600000,0,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0
421,,0.23,,,5,2,5000000,0,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,0
787,3.09,9.32,0.5,9.53,5,3,64000000,2,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,3.3333,1
385,0.72,3.59,2.84,4.02,17,4,66000000,4,1,0,0,0,0,fashion,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2.3333,1
416,0.0,1.25,1.0,5.44,4,2,3100000,4,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2.0,1
341,,,,5.77,10,2,26000000,4,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2.5,1
870,0.72,3.71,0.54,3.63,11,3,22100000,4,1,0,0,0,0,analytics,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2.6667,1
817,2.92,4.25,2.0,7.17,4,2,6500000,3,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7.0,1
297,0.5,3.3,2.07,7.0,18,3,26500000,4,0,0,1,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,2.0,1
402,2.58,4.0,2.03,4.62,5,2,4900000,3,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,0
573,1.75,5.56,2.25,2.25,5,3,69600000,1,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,7.6667,1
469,0.0,0.0,0.0,0.0,2,1,20000,1,0,0,0,0,1,fashion,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0
899,1.23,5.87,3.65,6.7,4,4,33000000,2,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,5.3333,1
456,2.42,2.42,2.5,8.4,5,1,7000000,4,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,1
115,0.53,1.92,2.25,2.98,12,3,2100000,2,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,4.0,0
822,4.75,5.23,5.85,7.76,10,2,30000000,3,0,0,0,1,0,network_hosting,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1.0,1
269,4.09,5.58,4.0,4.0,8,2,12250000,1,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,2.5,1
369,,3.15,,4.41,3,3,1310000,4,1,0,0,0,0,social,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,1
352,0.16,2.18,1.51,2.18,3,4,3350000,2,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1.5,1
660,2.16,5.85,6.0,6.0,3,4,72000000,1,1,0,0,0,0,other,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,2.25,0
707,4.54,9.34,2.0,2.0,2,2,19000000,1,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3.5,0
647,3.85,4.83,4.96,7.26,18,3,9400000,3,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1.5,1
42,0.0,0.58,0.58,0.59,9,2,125000,2,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1
